Pallet,"Month, Year",Timestamp,Item (ex. Surgical Gloves),Manufacturer ,Quantity (ex. 200),Expiration date (ex. 12/31/2024),Category,Notes,Pallet Number (Blueprints member will give this),Box Number (Blueprints member will give this)
,,3/15/2024 15:54:13,Bandage,Hartmann,1,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:54:14,Alcohol prep wipes,Covidien,2,,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:54:15,wayne pneumothorax tray,Cook Med,1,6/15/2023,Surgical Tools,,1,18
,,3/15/2024 15:54:21,gauze pads ,Medline,1 x 200,,"Wound Care (dressings, sponges, gauze)",,1,7
,,3/15/2024 15:54:47,Tube,No manufacturer listed,1,,Tubing/Catheters,,1,18
,,3/15/2024 15:54:54,clear test tubes ,,10,,Other,,1,7
,,3/15/2024 15:55:03,Adult Non-Rebreathing Mask with Safety Vent and Tubing,Teleflex,1,10/13/2026,"Respiratory care (masks, nebulizer, cannula)",,P1,B7
,,3/15/2024 15:55:04,Abdominal Pad,Medline,20,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 15:55:18,radial artery catheterization set,arrow,15,10/31/2027,Tubing/Catheters,,1,18
,,3/15/2024 15:55:27,test tubes ,,10,,Other,,1,7
,,3/15/2024 15:55:52,Thoracic Catheter,Atrium,1,11/30/2025,Tubing/Catheters,,1,21
,,3/15/2024 15:55:57,Umbilical catheter,Vygon,1,1/28/2027,Tubing/Catheters,,1,20
,,3/15/2024 15:56:05,Suction instrument yankauer,Conmed ,1,2/5/2028,Tubing/Catheters,,1,18
,,3/15/2024 15:56:05,Protective Disk with CHG,Ethicon,10,,Other,,1,20
,,3/15/2024 15:56:08,no sting barrier film,3M,12,8/30/2026,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,20
,,3/15/2024 15:56:25,DNA collection kit ,Oragene Dx,7,1/20/2025,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,10
,,3/15/2024 15:56:42,Ultrasound Transmission Gel,Aquasonic,288,6/20/2027,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,22
,,3/15/2024 15:56:45,Catheters,Medline,2,5/28/2027,Tubing/Catheters,,1,21
,,3/15/2024 15:57:14,suture string ,ethicon,12,7/31/2028,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:57:15,fluid solidified kit ,No manufacturer listed,5,,Other,,1,7
,,3/15/2024 15:57:16,Invisishield,Medline,3,12/28/2027,PPE (Gloves/Masks),,1,8
,,3/15/2024 15:57:25,Pediatric Arm Splint,,2,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 15:57:36,Bedpan ,No manufacturer listed,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,18
,,3/15/2024 15:57:41,Surgical Tape,3M,1,4/15/2026,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:57:54,gold M logo arm sling XL ,kenad sg,1,,Mobility aids,,1,18
,,3/15/2024 15:58:05,abdominal binder,Dale,1 box,8/18/2028,Other,,1,20
,,3/15/2024 15:58:09,Disposable Transducer,icumedical,1,2/1/2026,Tubing/Catheters,,1,20
,,3/15/2024 15:58:10,Slide Box,Fisher Brand,10,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,10
,,3/15/2024 15:58:15,50 ml Syringe for Enteral feedings,NeoMed,30,,Needles and Syringes,,1,21
,,3/15/2024 15:58:40,Petrolatum dressing ,Curad,1,3/20/2025,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:59:02,extension set (microbore),BD,10,8/16/2028,Tubing/Catheters,,1,18
,,3/15/2024 15:59:19,Tape,Curad ,1,,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:59:21,Sunction Canister Lid,Cardinal Health,3,,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 15:59:22,blood collection needle ,BD,5,,Needles and Syringes,,1,7
,,3/15/2024 15:59:24,Bacterial Filter,Airlife,2,,Other,,1,20
,,3/15/2024 15:59:32,Graduated Suction Catheter w/ Chimney Value,Cardinal Health,1,,Tubing/Catheters,,1,20
,,3/15/2024 15:59:36,Orange Sample Canister,Simport Science,1,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,10
,,3/15/2024 15:59:43,Tape,Cardinal Health,1,,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:00:03,disposable pipettes ,No manufacturer listed,20,,Other,,1,7
,,3/15/2024 16:00:08,Wound Drainage Catheter with Barrier,Hollister,8,3/1/2028,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:00:09,lumbar catheter closed tip,integra,1,5/2/2027,Tubing/Catheters,,1,20
,,3/15/2024 16:00:19,cvc dressing kit ,Medline,1,10/31/2024,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:00:27,Specimen collection bags,Covance,100,,Other,,1,10
,,3/15/2024 16:00:30,Specimen Collection Bag,Labcorp,1,,Other,,P1,B7
,,3/15/2024 16:00:53,Newborn Pacifier,Phillips,1,,Infant Care,,1,20
,,3/15/2024 16:00:55,Micropuncture Inteoducer Set,Cook Med,3,8/11/2026,Surgical Tools,,1,21
,,3/15/2024 16:01:09,Low pressure stopcock with rotating male collar ,Medline,1,,Surgical Tools,,1,18
,,3/15/2024 16:01:20,Sutures,,40,,Surgical Tools,,1,21
,,3/15/2024 16:01:39,plastic pipettes,No manufacturer listed,350,,Other,,1,10
,,3/15/2024 16:01:49,premium underpads,Cardinal Health,1,,Other,,1,20
,,3/15/2024 16:01:57,Tegaderm,3M,1,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:02:07,Cleaning wands,No manufacturer listed,5,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,18
,,3/15/2024 16:02:26,clear sample collector (15ml),BD,200,,Other,,1,10
,,3/15/2024 16:02:34,Catheter,Self Cath,10,5/31/2022,Tubing/Catheters,,1,20
,,3/15/2024 16:02:34,Urine sample cups,No manufacturer listed,10,,Other,,1,10
,,3/15/2024 16:02:39,oral gel,Medline,19,10/1/2024,Other,,1,18
,,3/15/2024 16:03:03,tuohy needle,natus,1,6/30/2027,Needles and Syringes,,1,20
,,3/15/2024 16:03:03,Cook Chest Drainage Valve,Cook Med,2,12/17/2024,Tubing/Catheters,,1,21
,,3/15/2024 16:03:04,ostomy barrier ring pack of 10 ,hollister ,2,12/1/2027,Other,,1,18
,,3/15/2024 16:03:13,Bandages,Smith and Nephew,5,,,,1,20
,,3/15/2024 16:03:23,Misc. (test tubes - multiple sizes),Multiple brands,~150,,Other,,P1,B7
,,3/15/2024 16:03:27,Pulse oximeter adhesive sensor,Masimo set,1,2/1/2026,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,18
,,3/15/2024 16:03:34,transfusion catheter kit ,vygon ,1,9/30/2023,Tubing/Catheters,,1,24
,,3/15/2024 16:03:38,Suction instrument ,ConMed,1,,Tubing/Catheters,,1,20
,,3/15/2024 16:03:46,Sewn Band Bag,Vital Care Industries,1,9/24/2024,Other,,1,21
,,3/15/2024 16:04:09,Cysto pack ,Cardinal Health,1,5/1/2027,Surgical Tools,,1,22
,,3/15/2024 16:04:21,nasal feeding tube with stylet,AMT,1,4/1/2026,Tubing/Catheters,,1,20
,,3/15/2024 16:04:31,dove bar soap ,dove ,4,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,18
,,3/15/2024 16:04:44,Infant Tether,TenderCare,100,,Infant Care,,1,20
,,3/15/2024 16:04:51,Electrolyte Powder,Abbott,1,10/1/2024,Other,,1,23
,,3/15/2024 16:04:53,Syringes,BD,2,3/31/2028,Needles and Syringes,,1,21
,,3/15/2024 16:05:23,I’ve Sevondary Set,BD,1,,Tubing/Catheters,,1,21
,,3/15/2024 16:05:30,Safety Needle,Covidien,2,6/30/2028,Needles and Syringes,,1,20
,,3/15/2024 16:05:42,fliplock needles,flip lock,50,10/12/2026,Needles and Syringes,,1,20
,,3/15/2024 16:05:47,Needle,BD,8,,Needles and Syringes,,1,20
,,3/15/2024 16:05:57,vac granufoam dressing ,kci,5,8/31/2024,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:06:04,Blood draw kits,,50,,,,1,10
,,3/15/2024 16:06:05,spinal needle,,1,2/6/2023,Surgical Tools,,1,23
,,3/15/2024 16:06:06,Red Bag,Tidi Shield,1,,PPE (Gloves/Masks),,1,21
,,3/15/2024 16:06:08,Nasal Feeding Tube,AMTO,4,4/1/2026,Tubing/Catheters,,1,23
,,3/15/2024 16:06:10,Serum collector (black circle cap),No manufacturer listed,450,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,10
,,3/15/2024 16:06:14,Inner Cannula Disposable,Covidien,1,5/25/2028,Tubing/Catheters,,1,20
,,3/15/2024 16:06:40,M/F luer lock plug,medex,10,4/17/2026,Tubing/Catheters,,1,18
,,3/15/2024 16:06:51,Disposable inner cannula,Covidien,4,4/17/2028,Tubing/Catheters,,1,18
,,3/15/2024 16:06:52,needle,BD,2,7/31/2028,Needles and Syringes,,1,20
,,3/15/2024 16:06:58,Elastic Bandage,Novaplus,1,7/13/2028,Mobility aids,,1,21
,,3/15/2024 16:07:08,Blunt Cannula ,Medex,2,4/11/2026,Other,,1,20
,,3/15/2024 16:07:10,opaque yellow/clear 1.8ml tubes,No manufacturer listed,150,,Other,,1,10
,,3/15/2024 16:07:26,Gauze Badage,Medline,1,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:07:29,DuoDerm Extra Thin spots,ConvaTec,1,5/1/2028,Other,,1,23
,,3/15/2024 16:07:41,Safety glide injection needles,BD,3,6/30/2028,Needles and Syringes,,1,18
,,3/15/2024 16:07:50,Pressure Rated Extension Set,BD,1,4/3/2026,Tubing/Catheters,,1,20
,,3/15/2024 16:07:52,urethral catheter ,Medline,2,3/28/2028,Tubing/Catheters,,1,18
,,3/15/2024 16:08:00,small and large red capped collection tubes,No manufacturer listed,20,,Other,,1,10
,,3/15/2024 16:08:01,infant underbody,gentherm,1,,Infant Care,,1,18
,,3/15/2024 16:08:05,Purple Caps,,100,,Other,,1,21
,,3/15/2024 16:08:19,compression glove,norco,i ,,PPE (Gloves/Masks),,1,20
,,3/15/2024 16:08:20,Suction Pad,Hollister,1,,Other,,1,20
,,3/15/2024 16:08:29,Blood Collection kit,BD,1,9/30/2025,Tubing/Catheters,,1,23
,,3/15/2024 16:08:31,Spinal Needle,Braun ,1,6/30/2028,Needles and Syringes,,1,20
,,3/15/2024 16:08:44,Blood draw needles,,75,10/31/2025,Needles and Syringes,,1,10
,,3/15/2024 16:08:45,Transition Connector,Covidien,1,5/31/2025,Other,,1,21
,,3/15/2024 16:08:52,Plastipak 3ml syringe,BD,4,11/30/2027,Needles and Syringes,,1,18
,,3/15/2024 16:08:53,catheter ,self cath,2,11/24/2026,Tubing/Catheters,,1,18
,,3/15/2024 16:09:09,larger PK sample collection tubes,No manufacturer listed,50,,Other,,1,10
,,3/15/2024 16:09:12,orange capped vials ,No manufacturer listed,50,,Other,,p1 ,10
,,3/15/2024 16:09:15,Surgical Scrub Brush,BD,1,,PPE (Gloves/Masks),,1,21
,,3/15/2024 16:09:17,iv catheter ,BD,3,4/30/2026,Needles and Syringes,,1,18
,,3/15/2024 16:09:40,pressure rates extension set ,BD,1,,Tubing/Catheters,,1,23
,,3/15/2024 16:09:41,Spinal needle,Hakko,1,2/6/2023,Needles and Syringes,,1,20
,,3/15/2024 16:09:45,Transparent Film Dressing,Medline,10,,"Wound Care (dressings, sponges, gauze)",,1,23
,,3/15/2024 16:09:49,IV Catheter,Braun ,4,5/1/2028,Tubing/Catheters,,1,18
,,3/15/2024 16:09:53,Clear collection vials,,50,,Other,,1,10
,,3/15/2024 16:10:05,Contact Layer,Urgotul,5,11/1/2025,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:10:05,graduated suction catheter with chimney valve,Cardinal Health,1,,Tubing/Catheters,,1,18
,,3/15/2024 16:10:09,red capped vial,No manufacturer listed,7,,Other,,1,10
,,3/15/2024 16:10:11,Green ADA sampling tubes + 7plex second tubes,No manufacturer listed,20,,Other,,1,10
,,3/15/2024 16:10:26,kangaroo enfit transition connector ,coviden,2,5/31/2025,Needles and Syringes,,1,18
,,3/15/2024 16:10:27,3 mL Syringe,BD,1,3/31/2027,Needles and Syringes,,1,23
,,3/15/2024 16:10:33,V.A.C Granuform Dressing,KCI,1,7/31/2026,Tubing/Catheters,,1,20
,,3/15/2024 16:10:34,Y tubing connector,Busse,1,4/20/2027,Tubing/Catheters,,1,20
,,3/15/2024 16:10:34,Safety infusion set,Bard,1,12/19/2025,Needles and Syringes,,1,18
,,3/15/2024 16:10:49,Homeostatic Dressing,ControlPlus,1,8/23/2026,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:11:14,extension tubing ,avanos ,1,5/30/2026,Tubing/Catheters,,1,18
,,3/15/2024 16:11:16,Extension Set Minibore,BD,1,4/26/2027,Tubing/Catheters,,1,23
,,3/15/2024 16:11:17,Pulse oximeter adhesive sensor ,Masimo set,1,2/1/2026,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,18
,,3/15/2024 16:11:18,tracheostomy tube ,portex,1,8/29/2027,"Respiratory care (masks, nebulizer, cannula)",,1,18
,,3/15/2024 16:11:21,Swab set,BD,1,7/31/2022,Other,,1,23
,,3/15/2024 16:11:27,Disposable Inner Canula,Shiley,1,8/23/2028,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 16:12:07,Absorbable Hemostat,Ethicon,1,1/31/2025,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:12:13,Petroleum dressing ,Curad,3,4/24/2025,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:12:14,15 inch Extension Set,icumedical,1,9/1/2025,Tubing/Catheters,,1,23
,,3/15/2024 16:12:21,Drill kit,Phasor,1,4/30/2025,Other,,1,25
,,3/15/2024 16:12:29,tracheostomy tube ,covidien ,1,3/1/2027,Tubing/Catheters,,1,18
,,3/15/2024 16:12:32,battery,procell,1,,Other,,1,18
,,3/15/2024 16:12:39,IV catheter,BD,1,3/31/2026,Tubing/Catheters,,1,20
,,3/15/2024 16:12:43,Infant Defibrillator Electrodes,PadPro,1,3/6/2026,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 16:12:52,suture kits,Ethicon,1,10/31/2026,Surgical Tools,,1,23
,,3/15/2024 16:13:17,Swab specimen collection kit,Aptima ,1,12/31/2023,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,18
,,3/15/2024 16:13:18,Exchange Transfusion set,Vygon ,1,11/1/2023,Other,,P7,B24
,,3/15/2024 16:13:30,Border Heel,Molnlycke,3,3/28/2026,"Wound Care (dressings, sponges, gauze)",,1,23
,,3/15/2024 16:13:33,needle connected to tubing,,1,10/31/2024,Needles and Syringes,,1,20
,,3/15/2024 16:13:38,spray bottle top,,2,,Other,,1,18
,,3/15/2024 16:13:39,Luer Lock,BD,2,4/30/2026,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 16:13:50,Tracheostomy Tube,Covidien,1,4/1/2028,Tubing/Catheters,,1,20
,,3/15/2024 16:14:01,Woven gauze sponges,Medline,1,,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:14:02,impervious stockinette ,medichoice,1,12/6/2027,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 16:14:21,socks,ultracare,4,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,23
,,3/15/2024 16:14:28,Syringes,No manufacturer listed,3,,Needles and Syringes,,1,20
,,3/15/2024 16:14:48,medium titanium ligating clips,teleflex,1,9/4/2027,Other,,1,20
,,3/15/2024 16:15:21,Vanishpoint syringe,vanishpoint,100,12/28/2025,Needles and Syringes,,1,26
,,3/15/2024 16:15:22,Guedel airway,MediChoice,1,,Tubing/Catheters,,1,20
,,3/15/2024 16:15:29,Face Mask,Ambu ,1,5/7/2026,PPE (Gloves/Masks),,1,20
,,3/15/2024 16:15:37,orange tube,No manufacturer listed,1,,Tubing/Catheters,,1,20
,,3/15/2024 16:16:11,Norm-Ject Luer Lock Solo,NormJect,75,7/1/2025,Needles and Syringes,,1,26
,,3/15/2024 16:16:29,suction catheter with chimney valve ,Cardinal Health,6,,Tubing/Catheters,,1,23
,,3/15/2024 16:16:58,Clinitubes,Radiometer,1,2/28/2025,Tubing/Catheters,,1,20
,,3/15/2024 16:17:07,Arterial Pressure Tubing ,ICU medical,10,7/1/2022,Tubing/Catheters,,1,26
,,3/15/2024 16:17:54,Suction Catheter Tubing Valve,Cardinal Health,9,,Tubing/Catheters,,1,26
,,3/15/2024 16:18:04,tegaderm film,No manufacturer listed,2,,Surgical Tools,,1,23
,,3/15/2024 16:18:21,Forceps,Sklar,25,6/14/2024,,,1,26
,,3/15/2024 16:18:34,CathLab Kit,ICU medical,5,7/1/2026,Tubing/Catheters,,1,26
,,3/15/2024 16:19:03,Drill With Kit,Phasor,1,4/30/2025,Other,,1,28
,,3/15/2024 16:19:04,drill with kit,phasor,1,4/30/2025,Other,,1,29
,,3/15/2024 16:19:12,IV monitoring kit,ICu medical,1,9/1/2024,Tubing/Catheters,,1,26
,,3/15/2024 16:19:42,Impervious Surgical Gown ,Cardinal Health,1,8/1/2023,Surgical Tools,,1,23
,,3/15/2024 16:19:59,Roch pean forceps,Sklar,25,6/23/2024,Surgical Tools,,1,26
,,3/15/2024 16:20:24,securement device,centurion ,1,,Surgical Tools,,1,23
,,3/15/2024 16:20:45,milk straw with ENfit connection (5”),covidien,1,10/31/2023,Infant Care,,1,26
,,3/15/2024 16:21:01,electrical wire ,curbell,183,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,27
,,3/15/2024 16:21:42,bio patch ,ethicon ,1,,"Wound Care (dressings, sponges, gauze)",,1,23
,,3/15/2024 16:21:54,IV cathater,BD,5,3/31/2026,Needles and Syringes,,1,26
,,3/15/2024 16:22:21,Gravity Feeding Tube,Covidien,1,6/30/2027,Tubing/Catheters,,1,23
,,3/15/2024 16:23:45,Urostomy pouch,Hollister,7,,Other,,1,22
,,3/15/2024 16:24:15,nasal feeding tube,AMT,1,6/1/2026,Tubing/Catheters,,1,23
,,3/15/2024 16:24:20,N95 masks,3M,20,9/13/2022,PPE (Gloves/Masks),,1,22
,,3/15/2024 16:24:21,Oral/Nasal Trachael Tube Cuffless,Covidien ,14,8/14/2028,Tubing/Catheters,,1,22
,,3/15/2024 16:25:30,Stool Specimen Cup ,Para-Pak,1,12/15/2024,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,23
,,3/15/2024 16:25:37,Humidifier Adapter,teleflex,1,,Other,,1,23
,,3/15/2024 16:25:44,Conditioning Garment,MXP fitnessgear,2,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,22
,,3/15/2024 16:26:02,Disposable Care Biopsy Instrument ,Bard,1,4/30/2023,Tubing/Catheters,,1,32
,,3/15/2024 16:26:03,Injection Needles,BD,100,5/31/2027,Needles and Syringes,,1,22
,,3/15/2024 16:26:19,Urological Catheter,Bard,2,12/31/2027,Tubing/Catheters,,1,23
,,3/15/2024 16:26:30,gauze sponges,Medline,12,,"Wound Care (dressings, sponges, gauze)",,1,23
,,3/15/2024 16:26:43,Disposable Syringe,Tkmd ,280,10/1/2025,Needles and Syringes,,1,30
,,3/15/2024 16:26:47,Injection Needle with Luer Lok Syringe,BD,40,1/31/2027,Needles and Syringes,,1,22
,,3/15/2024 16:27:28,Pipettes ,No manufacturer listed,300,,Needles and Syringes,,1,33
,,3/15/2024 16:27:35,Needle (subQ precision glide),BD,50,,Needles and Syringes,,1,22
,,3/15/2024 16:27:54,mucus specimen trap,medchoice,2,1/10/2027,Tubing/Catheters,,1,22
,,3/15/2024 16:28:00,Foley Tray System,Bard,1,9/30/2025,Other,,1,32
,,3/15/2024 16:28:13,Assorted Viles,No manufacturer listed,400,,Needles and Syringes,,1,33
,,3/15/2024 16:28:28,scissors,Skylar,4,8/13/2026,Surgical Tools,,1,22
,,3/15/2024 16:28:33,Safety Needle,Tkmd,200,12/1/2025,Needles and Syringes,,1,30
,,3/15/2024 16:28:38,Oral/enteral feed/med,NeoConnect/NeoMed,8,,Needles and Syringes,,1,22
,,3/15/2024 16:29:07,Blood Collection Needle,BD,30,1/1/2026,Needles and Syringes,,1,33
,,3/15/2024 16:29:14,Bougie Endotracheal Tube Introducer,SunMed,20,10/23/2023,Tubing/Catheters,,1,22
,,3/15/2024 16:29:15,disposable syringe,shifeng,,6/30/2026,Needles and Syringes,,1,30
,,3/15/2024 16:29:22,cloth? ,,12,,Other,,1,22
,,3/15/2024 16:29:35,large clinical pak ,fedex,5,,Other,,1,24
,,3/15/2024 16:29:47,Glidescope ,Verathon,10,7/19/2026,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,22
,,3/15/2024 16:29:51,Materials for IG collection ,,20,,Needles and Syringes,,1,33
,,3/15/2024 16:30:24,dna diagnostic ,dna genotex ,4,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:30:32,Microscope slides,,2,,Other,,1,33
,,3/15/2024 16:30:41,Integra Syringe,BD,150,,Needles and Syringes,,1,22
,,3/15/2024 16:30:42,Syringe without needle,Terumo,50,1/11/2026,Needles and Syringes,,1,22
,,3/15/2024 16:30:46,Allevyn tracheostomy ,Smith & nephew,1,2/11/2023,Other,,1,22
,,3/15/2024 16:31:00,green braided non absorbable surure,ethicon,20,6/30/2025,Surgical Tools,,1,22
,,3/15/2024 16:31:11,"polar pack (4 small, 2 big) ",thermosafe ,6,,Other,,1,24
,,3/15/2024 16:31:32,pipettes ,No manufacturer listed,4,,Other,,1,24
,,3/15/2024 16:31:55,Safetyglide Insulin,BD,45,11/30/2023,Needles and Syringes,,1,22
,,3/15/2024 16:32:34,Vent Tubing,No manufacturer listed,15,,,,1,21
,,3/15/2024 16:32:56,Hypodermic Needle,SoL M,100,2/3/2024,Needles and Syringes,,1,22
,,3/15/2024 16:32:57,Adult Cordless Patient Return Electrode ,Covidien,1,9/15/2023,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,32
,,3/15/2024 16:33:01,serological pipette,fisher brand,15,,Other,,1,24
,,3/15/2024 16:33:17,Magil cath fcp ,Sklar ,1,,Other,,1,22
,,3/15/2024 16:33:31,Quick clean micro-steam bag,Medela,10,,Other,,1,22
,,3/15/2024 16:33:46,transparent film  w pad ,Medline,6,,Other,,1,22
,,3/15/2024 16:33:47,Kit A: Archived Tumor Collection,Tempest Therapeutics,6,,Other,,P1,B24
,,3/15/2024 16:33:58,Blunt Fill Needle with filter,BD,100,3/31/2024,Needles and Syringes,,1,22
,,3/15/2024 16:34:00,Bone Marrow Mononuclear Cell Kit,Cyteir Therapeutics ,3,9/29/2023,Needles and Syringes,,1,33
,,3/15/2024 16:34:34,Inflatable Ambu Bags,No manufacturer listed,12,,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 16:34:50,Border sacrum ,Molnlycke,1,4/28/2026,"Wound Care (dressings, sponges, gauze)",,1,22
,,3/15/2024 16:35:05,PD Biomarker Plasma Kit,Cyteir ,1,9/29/2023,Needles and Syringes,,1,33
,,3/15/2024 16:35:06,woven gauze sponges,Medline,200,,"Wound Care (dressings, sponges, gauze)",,1,22
,,3/15/2024 16:35:10,Blood pressure cuff,Cratikon,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:35:54,Maxzero,BD,30,3/31/2025,Other,,1,21
,,3/15/2024 16:36:15,Specimen Transport Bag,No manufacturer listed,100,,Other,,1,32
,,3/15/2024 16:36:18,Latex Free Syringe,BD,225,,Needles and Syringes,,1,23
,,3/15/2024 16:36:44,mayo hegar,sklar,2,11/10/2024,Surgical Tools,,1,22
,,3/15/2024 16:36:50,Pressure infuser,Medline,1,,Other,,1,21
,,3/15/2024 16:36:58,Pipette ,No manufacturer listed,150,,Needles and Syringes,,1,32
,,3/15/2024 16:37:01,kit d l: tpst pk collection,labconnect ,6,3/31/2024,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:37:04,Plastic cups ,No manufacturer listed,15,,Other,,1,22
,,3/15/2024 16:37:27,Vial,No manufacturer listed,50,,Needles and Syringes,,1,32
,,3/15/2024 16:37:41,Suction Instrument,ConMed,4,8/5/2028,Tubing/Catheters,,1,22
,,3/15/2024 16:37:50,kit c: tpst pk collection ,labconnect,5,3/31/2024,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:38:04,Face mask ,Ambu,4,,"Respiratory care (masks, nebulizer, cannula)",,1,21
,,3/15/2024 16:38:09,Kit B: Paired Biopsy Collection,Tempest Therapeutics,11,11/1/2023,Other,,P1,B24
,,3/15/2024 16:38:23,Blood Vial,BD,200,1/31/2024,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,32
,,3/15/2024 16:38:49,EKG Electrode sticker,No manufacturer listed,50,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:38:51,suction catheter,covidien ,1,,Tubing/Catheters,,1,21
,,3/15/2024 16:38:59,Iv start kit,Medichoice,1,,Needles and Syringes,,1,22
,,3/15/2024 16:39:09,kit H: gene expression collection ,tempest therapeutics,7,4/30/2024,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:39:09,Vial,No manufacturer listed,200,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,32
,,3/15/2024 16:39:12,Finger sock,,5,,Other,,1,22
,,3/15/2024 16:39:16,purple syringes,No manufacturer listed,75,,Needles and Syringes,,1,22
,,3/15/2024 16:39:20,Nasal cannula ,No manufacturer listed,1,,"Respiratory care (masks, nebulizer, cannula)",,1,21
,,3/15/2024 16:39:26,Syringes ,No manufacturer listed,70,,Needles and Syringes,,1,32
,,3/15/2024 16:39:54,rotating luer,icumedical,11,4/1/2028,,,1,31
,,3/15/2024 16:40:03,Alcohol swaps,Webcol,2,,PPE (Gloves/Masks),,1,21
,,3/15/2024 16:40:10,Urine Cup,No manufacturer listed,5,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,32
,,3/15/2024 16:40:11,mosquito for pets 5’’,fine surgical instrument,1,,Surgical Tools,,1,21
,,3/15/2024 16:40:17,Kit E: Urine for PGE-M and Thromboxane,Tempest Therapeutics,6,11/30/2026,Other,,P1,B24
,,3/15/2024 16:40:21,CVC dressing kit,Medline,3,11/30/2024,"Wound Care (dressings, sponges, gauze)",,1,22
,,3/15/2024 16:40:25,eclipse blood collection needle,BD,200,11/30/2025,Needles and Syringes,,1,31
,,3/15/2024 16:40:29,specimen bags assorted sizes ,No manufacturer listed,21,,Other,,1,24
,,3/15/2024 16:40:35,"Tray, skin prep, dry, forecep ",Presource standard,1,9/1/2024,Surgical Tools,,1,22
,,3/15/2024 16:40:43,Pediatric pulseox,Masimo,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:41:18,Assorted collection vials,BD,600,,Needles and Syringes,,1,31
,,3/15/2024 16:41:19,Tape,3M,3,,Other,,1,21
,,3/15/2024 16:41:22,Sample Collection,No manufacturer listed,4,,Other,,1,32
,,3/15/2024 16:41:25,kit n: ctdna collection ,tempest therapeutics,3,9/14/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
